,titles,locations,prices
353,5 Bed House with En Suite at Muthaiga Road,"77, Muthaiga Road, Muthaiga",78000000.0
354,1 Bed House in Komarock,Komarock,130000000.0
355,4 Bed House with En Suite in Donholm,Donholm,148000000.0
356,6 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",33000000.0
357,4 Bed Villa with En Suite at Mombasa Road Highway,"mombasa road highway, Machakos County",9100000.0
358,6 Bed House with En Suite at Garden Estate,"Garden estate, Garden Estate, Roysambu",47000000.0
359,5 Bed House with Staff Quarters at Garden Estate,"Garden estate, Garden Estate, Roysambu",70000000.0
360,4 Bed House with En Suite at Kitengela,Kitengela,40000000.0
361,3 Bed House with Garden at 2Nd Mugumoini Dr,"2nd Mugumoini Dr, Thome, Roysambu",85000000.0
362,4 Bed Townhouse with En Suite in Lavington,Lavington,58000000.0
363,6 Bed House with Staff Quarters at Muthaiga North,"Muthaiga North, Garden Estate, Roysambu",9500000.0
364,5 Bed Townhouse in Karen,Karen,90000000.0
365,5 Bed Townhouse in Kitisuru,"Kitisuru, Westlands",95000000.0
366,5 Bed Townhouse with En Suite in Lavington,Lavington,72000000.0
367,4 Bed Townhouse with En Suite at Lavington,Lavington,50000000.0
368,5 Bed Townhouse with En Suite in Lavington,Lavington,45000000.0
369,5 Bed Townhouse with En Suite in Lavington,Lavington,58500000.0
370,5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",120000000.0
371,4 Bed Townhouse with En Suite in Lavington,Lavington,80000000.0
372,4 Bed Townhouse with En Suite in Lavington,Lavington,150000000.0
373,4 Bed Townhouse with En Suite at Membley,"Membley, Ruiru",65000000.0
374,4 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",6500000.0
375,5 Bed House with En Suite in Muthaiga,Muthaiga,105000000.0
376,5 Bed Villa with En Suite in Lavington,Lavington,165000000.0
377,5 Bed House with En Suite in Ridgeways,Ridgeways,78000000.0
378,3 Bed House with En Suite at 3 Bedroom House For Sale In Kitengela Yukos,"3 Bedroom House For Sale, 3 Bedroom House for Sale in Kitengela Yukos, Kitengela",130000000.0
379,4 Bed Villa with En Suite at Redhill,Redhill,140000000.0
380,5 Bed Villa with En Suite at Lavington,Lavington,34200000.0
381,5 Bed House with Staff Quarters at Thome,"Central Close drive, Thome, Roysambu",350000000.0
382,4 Bed Townhouse with En Suite in Syokimau,Syokimau,85000000.0
383,4 Bed Townhouse with En Suite at School Lane,"School lane, Westlands Area, Westlands",9500000.0
384,4 Bed House with Staff Quarters in Nyali Area,"Nyali Area, Nyali",75000000.0
385,4 Bed Villa with En Suite in Runda,"Runda, Westlands",125000000.0
386,4 Bed House with En Suite in Windsor,"Windsor, Roysambu",18550000.0
387,3 Bed House with En Suite in Ngong,Ngong,15000000.0
388,5 Bed House with En Suite at James Gichuru,"james gichuru, Lavington",60000000.0
389,5 Bed Villa with En Suite at Chalbi,"chalbi, Lavington",17000000.0
390,5 Bed House with En Suite at Peponi Road,"Peponi road, Westlands Area, Westlands",5000000.0
391,4 Bed Townhouse with En Suite at Kabaserian Avenue,"Kabaserian avenue, Lavington",30000000.0
392,4 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area",10950000.0
393,5 Bed Villa with En Suite in Lavington,Lavington,65000000.0
394,5 Bed Townhouse with En Suite in Lavington,Lavington,11000000.0
395,5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",42000000.0
396,5 Bed Villa with En Suite at Lavington,Lavington,35000000.0
397,5 Bed Villa with En Suite at Lavington,Lavington,130000000.0
398,4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",59000000.0
399,4 Bed House with En Suite at Kiambu Road.,"1, New runda, kiambu road., Runda, Westlands",140000000.0
400,5 Bed House with En Suite in Mountain View,"Mountain View, Westlands",12800000.0
401,4 Bed Townhouse with En Suite in Lavington,Lavington,112000000.0
402,4 Bed House with En Suite at Membley Estate Ruiru,"Membley Estate Ruiru, Tatu City, Ruiru",85000000.0
403,4 Bed Villa with En Suite at Muthangari Lavington,"Muthangari Lavington, Lavington",7800000.0
404,5 Bed House with En Suite at Windy Ridge Karen,"Windy Ridge Karen, Karen",9000000.0
405,5 Bed Villa with En Suite at Mzima Springs,"mzima springs, Lavington",200000000.0
406,5 Bed Villa with En Suite at Runda,"Runda, Westlands",117500000.0
407,4 Bed Townhouse with En Suite in Lavington,Lavington,95000000.0
408,4 Bed Townhouse with Walk In Closet in Loresho,"Loresho, Westlands",60000000.0
409,4 Bed Villa with En Suite in Kitengela,Kitengela,25500000.0
410,3 Bed House with En Suite at Acacia,"Acacia, Kitengela",39500000.0
411,4 Bed House with En Suite in Ridgeways,Ridgeways,30000000.0
412,5 Bed Villa with En Suite at Windy Ridge,"Windy Ridge, Karen",230000000.0
413,4 Bed Villa with En Suite in Athi River,Athi River,6500000.0
414,6 Bed Villa with En Suite at Karen,Karen,7000000.0
415,4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,12850000.0
416,5 Bed Villa with Staff Quarters at Hardy,"Hardy, Karen",19000000.0
417,4 Bed House with En Suite in Kitengela,Kitengela,43000000.0
418,4 Bed House with En Suite in Kileleshwa,Kileleshwa,130000000.0
419,5 Bed Townhouse with Staff Quarters in Lavington,Lavington,22000000.0
420,4 Bed Townhouse with En Suite at Loresho,"Loresho, Westlands",140000000.0
421,5 Bed House with En Suite at Runda,"Runda, Westlands",98500000.0
422,5 Bed House with En Suite at Runda,"Runda, Westlands",28000000.0
423,4 Bed House with En Suite in Gikambura,"Gikambura, Kikuyu",85000000.0
424,3 Bed House with En Suite at Ondiri Kikuyu,"Ondiri Kikuyu, Kikuyu Town, Kikuyu",9000000.0
425,4 Bed Villa with En Suite at Limuru Road,"Limuru Road, Redhill",44000000.0
426,5 Bed Townhouse with En Suite at Runda,"Runda, Westlands",15000000.0
427,5 Bed Townhouse with En Suite in Lavington,Lavington,95000000.0
428,4 Bed Villa with En Suite in Lavington,Lavington,16000000.0
429,4 Bed Townhouse with En Suite in Lavington,Lavington,250000000.0
430,4 Bed Townhouse with En Suite in Lavington,Lavington,108000000.0
431,5 Bed Townhouse with En Suite in Lavington,Lavington,10500000.0
432,5 Bed Townhouse with En Suite in Lavington,Lavington,120000000.0
433,4 Bed Townhouse with En Suite in Lavington,Lavington,138000000.0
434,5 Bed Townhouse with En Suite in Lavington,Lavington,14000000.0
435,4 Bed Townhouse with En Suite in Lavington,Lavington,8500000.0
436,4 Bed Townhouse with En Suite in Lavington,Lavington,110000000.0
437,5 Bed Townhouse with En Suite in Lavington,Lavington,12500000.0
438,6 Bed Townhouse with En Suite in Lavington,Lavington,100000000.0
439,5 Bed Townhouse with En Suite in Lavington,Lavington,130000000.0
440,4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,12800000.0
441,4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,140000000.0
442,3 Bed House with En Suite at Kitengela (Milimani),"Kitengela (Milimani), Kitengela",7450000.0
443,5 Bed Villa with Swimming Pool in Karen,Karen,350000000.0
444,3 Bed Villa with Garden at Utange,"Utange, Bamburi",85000000.0
445,6 Bed House with En Suite in Karen,Karen,48000000.0
446,4 Bed Villa with En Suite at Limuru,"Limuru, Redhill",18500000.0
447,5 Bed Townhouse with En Suite in Lavington,Lavington,101000000.0
448,7 Bed Townhouse with Staff Quarters in Tigoni,"Tigoni, Limuru",135000000.0
449,5 Bed House with Staff Quarters in Gigiri,"Gigiri Nairobi, Gigiri, Westlands",23000000.0
450,5 Bed Villa with En Suite at Mumwe,"10, Mumwe, Runda, Westlands",18000000.0
451,4 Bed House with En Suite at Off Ruaka Rd,"4, Off Ruaka Rd, Runda, Westlands",10000000.0
452,4 Bed Townhouse with En Suite at Karen,Karen,96000000.0
453,3 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",55000000.0
454,5 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",150000000.0
455,5 Bed Townhouse with En Suite in Lavington,Lavington,9800000.0
456,3 Bed Villa with En Suite at Acacia Main Road,"Acacia main road, Kitengela",6500000.0
457,3 Bed House with En Suite at Majaoni Kashani,"Majaoni Kashani, Kisauni",270000000.0
458,5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",14850000.0
459,4 Bed Townhouse with En Suite in Karen,Karen,22000000.0
460,5 Bed Townhouse with En Suite in Gigiri,"Gigiri, Westlands",98500000.0
461,5 Bed House with En Suite at Old Runda,"Old Runda, Runda, Westlands",220000000.0
462,4 Bed Townhouse with En Suite at Kileleshwa,"0314n, kileleshwa, Kileleshwa",63000000.0
463,4 Bed Townhouse with En Suite at Lavington,"0314n, lavington, Lavington",40000000.0
464,4 Bed House with En Suite at Sabaki,"sabaki, Mombasa Road",24500000.0
465,6 Bed Villa with En Suite in Karen,Karen,15000000.0
466,6 Bed House at Juja,"Kenyatta road, Juja, Kenyatta Road",60000000.0
467,5 Bed Townhouse with En Suite at Ruiru,Ruiru,17000000.0
468,3 Bed House in Buruburu,Buruburu,120000000.0
469,5 Bed Townhouse at Ruiru,Ruiru,40500000.0
470,5 Bed Villa with En Suite in Riverside,"Riverside, Westlands",55000000.0
471,6 Bed House at Ruiru,Ruiru,150000000.0
472,3 Bed House with En Suite at Joska,"Kangundo road, Joska, Kamulu Joska Malaa",193845000.0
473,5 Bed House at Mugutha,"Ruiru, Mugutha",57000000.0
474,4 Bed Villa with En Suite at Kenyatta Road New Rain,"Exit 14, Kenyatta road new rain, Kenyatta Road",35500000.0
475,4 Bed Townhouse at Membley,"Membley, Ruiru",100000000.0
476,5 Bed Villa with Swimming Pool at Kiambu Road,"Kiambu Road, Kiambu road",70000000.0
477,5 Bed Townhouse with En Suite at Kiambu,"Kiambu, Kiambu Road",350000000.0
478,4 Bed Villa with En Suite in Kilimani,Kilimani,27000000.0
479,3 Bed House with En Suite at Kenyatta Road New Rain,"Exit 14, Kenyatta road new rain, Kenyatta Road",28000000.0
480,5 Bed Townhouse with En Suite in Lavington,Lavington,40000000.0
481,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,58000000.0
482,5 Bed Villa with En Suite at Mugutha,"Mugutha, Ruiru",90000000.0
483,6 Bed House at Kiambu,"kiambu, Kiambu Road",20000000.0
484,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,21000000.0
485,4 Bed House with En Suite at Mugutha Area,"Mugutha area, Ruiru",73000000.0
486,4 Bed House with En Suite at Lemiso Road,"Lemiso road, Ngong",16000000.0
487,5 Bed Townhouse with En Suite in Lavington,Lavington,72000000.0
488,5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",20500000.0
489,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Nyali Area, Nyali",25000000.0
490,4 Bed House with En Suite at Nkoroi,"Nkoroi, Ongata Rongai",45000000.0
491,3 Bed House with En Suite at Nkoroi,"nkoroi, Ongata Rongai",17000000.0
492,4 Bed House with En Suite at Vipingo,Vipingo,300000000.0
493,4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",30000000.0
494,4 Bed House with En Suite in Karen,Karen,7500000.0
495,4 Bed Townhouse with En Suite at Membley Estate,"Membley estate, Membley, Ruiru",62000000.0
496,5 Bed Villa with En Suite in Nyari,"Nyari, Westlands",11000000.0
497,4 Bed Villa with En Suite at Muigai,"Muigai, Kitengela",32000000.0
498,5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",159900000.0
499,4 Bed Townhouse with En Suite in Ruiru,Ruiru,35000000.0
500,4 Bed Townhouse with En Suite in Ruiru,Ruiru,97000000.0
501,4 Bed Villa with En Suite at Mugutha,"Mugutha, Ruiru",100000000.0
502,5 Bed Villa with En Suite in Karen,Karen,130000000.0
503,5 Bed House with En Suite in Runda,"Runda, Westlands",140000000.0
504,5 Bed House with En Suite in Runda,"Runda, Westlands",28000000.0
505,5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",73000000.0
506,5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",355000000.0
507,4 Bed Villa with Swimming Pool in Karen,Karen,50000000.0
508,3 Bed Townhouse with En Suite at Embakasi,"0313n, embakasi, Embakasi",45000000.0
509,5 Bed Villa with En Suite in Lavington,Lavington,10000000.0
510,3 Bed House with En Suite in Ngong,Ngong,120000000.0
511,5 Bed House with En Suite at Old Runda,"Old runda, Runda, Westlands",55000000.0
512,5 Bed House with En Suite at Old Runda,"Old runda, Runda, Westlands",65000000.0
513,5 Bed House with Staff Quarters in Gigiri,"Gigiri, Westlands",6500000.0
514,4 Bed House with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",14000000.0
515,4 Bed Townhouse with En Suite at Lavington,Lavington,168000000.0
516,3 Bed Villa with En Suite at Kanamai Area,"Kanamai Area, Mtwapa",7000000.0
517,3 Bed Townhouse with En Suite at Greenwood Mtwapa Weighbridge Along Mombasa-Mali ...,"Greenwood Mtwapa Weighbridge Along Mombasa-malindi Highway, Mtwapa",22000000.0
518,4 Bed Townhouse with En Suite at Loresho,"0312n, loresho, Loresho, Westlands",81000000.0
519,4 Bed Townhouse with En Suite at Loresho,"0312n, loresho, Loresho, Westlands",140000000.0
520,5 Bed Townhouse in Lavington,Lavington,40000000.0
521,4 Bed House with En Suite in Karen,Karen,7800000.0
522,5 Bed Townhouse with En Suite at Karen,"0312n, karen, Karen",90000000.0
523,4 Bed Townhouse with Swimming Pool in Loresho,"Loresho, Westlands",75000000.0
524,3 Bed House at Kitengela (Milimani),"Kitengela (Milimani), Kitengela",18500000.0
525,4 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",125000000.0
526,4 Bed House with En Suite at Rosslyn Lone Tree,"32, Rosslyn Lone tree, Rosslyn, Westlands",15000000.0
527,4 Bed Townhouse with En Suite at Rosslyn Lone Tree Road 55,"88, Rosslyn Lone Tree Road 55, Rosslyn, Westlands",95000000.0
528,4 Bed Townhouse with En Suite at Ngao Road,"Ngao Road, Parklands, Westlands",60000000.0
529,5 Bed House with En Suite at Ridgeways,Ridgeways,45000000.0
530,4 Bed Townhouse with En Suite at Greenfield,"Greenfield, Donholm",23000000.0
531,4 Bed House with En Suite in Ruiru,Ruiru,21500000.0
532,5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",198000000.0
533,4 Bed House with En Suite in Membley,"Membley, Ruiru",9300000.0
534,4 Bed House with Staff Quarters in Kileleshwa,Kileleshwa,55000000.0
535,5 Bed Townhouse with Staff Quarters in Lavington,"Lavington Nairobi, Lavington",7500000.0
536,7 Bed House with Garden at Bamburi,Bamburi,6500000.0
537,3 Bed House with En Suite at Jumba Ruins,"Jumba Ruins, Mtwapa",110000000.0
538,3 Bed House with En Suite at Ndonya Area Near Kwetu Resort,"Ndonya Area near Kwetu Resort, Mtwapa",130000000.0
539,4 Bed House with En Suite at Five Star Road,"FIVE STAR ROAD, South C",33000000.0
540,3 Bed House with En Suite at Muthaiga Cresent,"Muthaiga Cresent, Muthaiga",140000000.0
541,5 Bed Townhouse with En Suite at Isk Road,"ISK Road, Kitisuru, Westlands",17500000.0
542,3 Bed House with Garden in Kiambu Road,Kiambu Road,9500000.0
543,4 Bed Villa with En Suite at Alonzi Road,"Alonzi road, Garden Estate, Roysambu",90000000.0
544,4 Bed Villa with En Suite at Migaa,"migaa, Thindigua",75000000.0
545,4 Bed Villa with En Suite in Garden Estate,"Garden Estate, Roysambu",68000000.0
546,5 Bed House with En Suite in Ridgeways,Ridgeways,30000000.0
547,3 Bed House with Staff Quarters in Embakasi,Embakasi,120000000.0
548,4 Bed Villa with En Suite at Njathaini Road,"Njathaini Road, Kiambu Road",33000000.0
549,4 Bed Townhouse with En Suite in Kilimani,Kilimani,15000000.0
550,4 Bed Townhouse with En Suite at Kileleshwa,"0311n, kileleshwa, Kileleshwa",70000000.0
551,4 Bed Townhouse with En Suite at Kilimani Estate Nairobi,"0311n, Kilimani Estate Nairobi, Kilimani",150000000.0
552,5 Bed Townhouse in Spring Valley,"Spring Valley, Westlands",30500000.0
553,5 Bed House with En Suite in Runda,"Runda, Westlands",6900000.0
554,5 Bed House with Staff Quarters in Kitisuru,"Kitisuru, Westlands",65000000.0
555,3 Bed House with En Suite at Lavington West Estate,"Lavington West Estate, Lavington",35000000.0
556,4 Bed House with En Suite at Pipeline,"Pipeline, Nakuru",110000000.0
557,4 Bed House in Ngong Road,Ngong Road,40000000.0
558,5 Bed Townhouse with En Suite at Valley Arcade,"Valley Arcade, Lavington",85000000.0
559,4 Bed Townhouse with En Suite at Loresho,"Loresho, Westlands",28000000.0
560,5 Bed Townhouse with En Suite at Karen,"0310n, karen, Karen",167000000.0
561,4 Bed Villa with Swimming Pool in Limuru,Limuru,32000000.0
562,4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",18500000.0
563,6 Bed Townhouse with En Suite at Bypass Corner,"Bypass corner, Eastern ByPass, Ruiru",15000000.0
564,3 Bed Townhouse with En Suite in Kitengela,Kitengela,135000000.0
565,4 Bed House with En Suite in Runda,"Runda, Westlands",25000000.0
566,4 Bed Villa with En Suite in Karura,"Karura, Westlands",30000000.0
567,5 Bed Townhouse with En Suite in Langata,Langata,150000000.0
568,5 Bed House with En Suite at Kamiti Corner,"Kamiti corner, Ruiru",7700000.0
569,5 Bed Townhouse with Garden at Muigai Prestige,"Muigai Prestige, Kitengela",57000000.0
570,4 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",105000000.0
571,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,110000000.0
572,5 Bed House at Police Sacco,"Police Sacco, Kitengela",12500000.0
573,4 Bed House with En Suite at Rongai,"Ongata, Rongai, Ongata Rongai",100000000.0
574,5 Bed Townhouse with En Suite at Thika Road,"0310n, thika road, Thika Road",43000000.0
575,4 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Nyali Area, Nyali",148000000.0
576,5 Bed House with En Suite at Thigiri,"Thigiri, Westlands",22000000.0
577,5 Bed House with Swimming Pool in Karen,Karen,28000000.0
578,7 Bed House with Staff Quarters in Thika,Thika,58000000.0
579,4 Bed Villa with En Suite at Karen,Karen,9000000.0
580,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",85000000.0
581,4 Bed Townhouse with En Suite in Membley,"Membley, Ruiru",75000000.0
582,3 Bed Villa with En Suite at Mushroom Gardens,"mushroom gardens, Kiambu Road",18500000.0
583,4 Bed Townhouse with En Suite in Karen,Karen,15000000.0
584,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,101000000.0
585,5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington green, Lavington",18000000.0
586,4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",10500000.0
587,4 Bed Townhouse with En Suite at Kileleshwa,Kileleshwa,120000000.0
588,5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",150000000.0
